,sensitivity,specificity,inv_frac,delay_samples,window
623,0.372,0.9879759519038076,7.5,75,100
624,0.0,1.0,0.0,100,100
625,1.0,0.0,0.5,100,100
626,1.0,0.0,1.0,100,100
627,1.0,0.0,1.5,100,100
628,1.0,0.0,2.0,100,100
629,1.0,0.03206412825651302,2.5,100,100
630,1.0,0.18036072144288579,3.0,100,100
631,0.998,0.4228456913827655,3.5,100,100
632,0.986,0.625250501002004,4.0,100,100
633,0.966,0.779559118236473,4.5,100,100
634,0.932,0.8476953907815631,5.0,100,100
635,0.884,0.8997995991983968,5.5,100,100
636,0.844,0.9458917835671342,6.0,100,100
637,0.796,0.9679358717434869,6.5,100,100
638,0.74,0.9799599198396793,7.0,100,100
639,0.716,0.9899799599198397,7.5,100,100
640,0.0,1.0,0.0,125,100
641,1.0,0.0,0.5,125,100
642,1.0,0.0,1.0,125,100
643,1.0,0.0,1.5,125,100
644,1.0,0.0,2.0,125,100
645,1.0,0.022044088176352707,2.5,125,100
646,1.0,0.1843687374749499,3.0,125,100
647,1.0,0.45490981963927857,3.5,125,100
648,0.998,0.6412825651302605,4.0,125,100
649,0.992,0.7715430861723447,4.5,125,100
650,0.972,0.8537074148296593,5.0,125,100
651,0.936,0.9018036072144289,5.5,125,100
652,0.908,0.935871743486974,6.0,125,100
653,0.868,0.9619238476953907,6.5,125,100
654,0.816,0.9739478957915831,7.0,125,100
655,0.764,0.9859719438877755,7.5,125,100
656,0.0,1.0,0.0,150,100
657,1.0,0.0,0.5,150,100
658,1.0,0.0,1.0,150,100
659,1.0,0.0,1.5,150,100
660,1.0,0.0,2.0,150,100
661,1.0,0.018036072144288578,2.5,150,100
662,1.0,0.17835671342685372,3.0,150,100
663,1.0,0.43286573146292584,3.5,150,100
664,0.996,0.6513026052104208,4.0,150,100
665,0.99,0.7915831663326653,4.5,150,100
666,0.982,0.87374749498998,5.0,150,100
667,0.966,0.9438877755511023,5.5,150,100
668,0.926,0.9599198396793587,6.0,150,100
669,0.904,0.9779559118236473,6.5,150,100
670,0.866,0.9839679358717435,7.0,150,100
671,0.83,0.9919839679358717,7.5,150,100
672,0.0,1.0,0.0,0,120
673,0.0,1.0,0.5,0,120
674,0.0,1.0,1.0,0,120
675,0.0,1.0,1.5,0,120
676,0.0,1.0,2.0,0,120
677,0.0,1.0,2.5,0,120
678,0.0,1.0,3.0,0,120
679,0.0,1.0,3.5,0,120
680,0.0,1.0,4.0,0,120
681,0.0,1.0,4.5,0,120
682,0.0,1.0,5.0,0,120
683,0.0,1.0,5.5,0,120
684,0.0,1.0,6.0,0,120
685,0.0,1.0,6.5,0,120
686,0.0,1.0,7.0,0,120
687,0.0,1.0,7.5,0,120
688,0.0,1.0,0.0,25,120
689,0.994,0.002004008016032064,0.5,25,120
690,1.0,0.0,1.0,25,120
691,1.0,0.0,1.5,25,120
692,1.0,0.0,2.0,25,120
693,0.872,0.05811623246492986,2.5,25,120
694,0.566,0.3306613226452906,3.0,25,120
695,0.318,0.6112224448897795,3.5,25,120
696,0.224,0.7915831663326653,4.0,25,120
697,0.146,0.87374749498998,4.5,25,120
698,0.084,0.9318637274549099,5.0,25,120
699,0.054,0.9519038076152304,5.5,25,120
700,0.036,0.9759519038076152,6.0,25,120
701,0.028,0.9839679358717435,6.5,25,120
702,0.018,0.9899799599198397,7.0,25,120
703,0.008,0.9979959919839679,7.5,25,120
704,0.0,1.0,0.0,50,120
705,1.0,0.0,0.5,50,120
706,1.0,0.0,1.0,50,120
707,1.0,0.0,1.5,50,120
708,1.0,0.0,2.0,50,120
709,1.0,0.014028056112224449,2.5,50,120
710,0.99,0.17034068136272545,3.0,50,120
711,0.93,0.4789579158316633,3.5,50,120
712,0.762,0.6773547094188377,4.0,50,120
713,0.55,0.8076152304609219,4.5,50,120
714,0.4,0.8837675350701403,5.0,50,120
715,0.31,0.9298597194388778,5.5,50,120
716,0.246,0.9579158316633266,6.0,50,120
717,0.174,0.9739478957915831,6.5,50,120
718,0.112,0.9819639278557114,7.0,50,120
719,0.08,0.9879759519038076,7.5,50,120
720,0.0,1.0,0.0,75,120
721,1.0,0.0,0.5,75,120
722,1.0,0.0,1.0,75,120
723,1.0,0.0,1.5,75,120
724,1.0,0.0,2.0,75,120
725,1.0,0.03006012024048096,2.5,75,120
726,0.996,0.18837675350701402,3.0,75,120
727,0.956,0.45691382765531063,3.5,75,120
728,0.91,0.6813627254509018,4.0,75,120
729,0.856,0.7915831663326653,4.5,75,120
730,0.802,0.8777555110220441,5.0,75,120
731,0.72,0.9258517034068137,5.5,75,120
732,0.624,0.9619238476953907,6.0,75,120
733,0.516,0.9739478957915831,6.5,75,120
734,0.444,0.9799599198396793,7.0,75,120
735,0.372,0.9879759519038076,7.5,75,120
736,0.0,1.0,0.0,100,120
737,1.0,0.0,0.5,100,120
738,1.0,0.0,1.0,100,120
739,1.0,0.0,1.5,100,120
740,1.0,0.0,2.0,100,120
741,1.0,0.03206412825651302,2.5,100,120
742,1.0,0.18036072144288579,3.0,100,120
743,0.998,0.4228456913827655,3.5,100,120
744,0.986,0.625250501002004,4.0,100,120
745,0.966,0.779559118236473,4.5,100,120
746,0.932,0.8476953907815631,5.0,100,120
747,0.884,0.8997995991983968,5.5,100,120
748,0.844,0.9458917835671342,6.0,100,120
749,0.796,0.9679358717434869,6.5,100,120
750,0.74,0.9799599198396793,7.0,100,120
751,0.716,0.9899799599198397,7.5,100,120
752,0.0,1.0,0.0,125,120
753,1.0,0.0,0.5,125,120
754,1.0,0.0,1.0,125,120
755,1.0,0.0,1.5,125,120
756,1.0,0.0,2.0,125,120
757,1.0,0.022044088176352707,2.5,125,120
758,1.0,0.1843687374749499,3.0,125,120
759,1.0,0.45490981963927857,3.5,125,120
760,0.998,0.6412825651302605,4.0,125,120
761,0.992,0.7715430861723447,4.5,125,120
762,0.972,0.8537074148296593,5.0,125,120
763,0.936,0.9018036072144289,5.5,125,120
764,0.908,0.935871743486974,6.0,125,120
765,0.868,0.9619238476953907,6.5,125,120
766,0.816,0.9739478957915831,7.0,125,120
767,0.764,0.9859719438877755,7.5,125,120
768,0.0,1.0,0.0,150,120
769,1.0,0.0,0.5,150,120
770,1.0,0.0,1.0,150,120
771,1.0,0.0,1.5,150,120
772,1.0,0.0,2.0,150,120
773,1.0,0.018036072144288578,2.5,150,120
774,1.0,0.17835671342685372,3.0,150,120
775,1.0,0.43286573146292584,3.5,150,120
776,0.996,0.6513026052104208,4.0,150,120
777,0.99,0.7915831663326653,4.5,150,120
778,0.982,0.87374749498998,5.0,150,120
779,0.966,0.9438877755511023,5.5,150,120
780,0.926,0.9599198396793587,6.0,150,120
781,0.904,0.9779559118236473,6.5,150,120
782,0.866,0.9839679358717435,7.0,150,120
783,0.83,0.9919839679358717,7.5,150,120
784,0.0,1.0,0.0,0,140
785,0.0,1.0,0.5,0,140
786,0.0,1.0,1.0,0,140
787,0.0,1.0,1.5,0,140
788,0.0,1.0,2.0,0,140
789,0.0,1.0,2.5,0,140
790,0.0,1.0,3.0,0,140
791,0.0,1.0,3.5,0,140
792,0.0,1.0,4.0,0,140
793,0.0,1.0,4.5,0,140
794,0.0,1.0,5.0,0,140
795,0.0,1.0,5.5,0,140
796,0.0,1.0,6.0,0,140
797,0.0,1.0,6.5,0,140
798,0.0,1.0,7.0,0,140
799,0.0,1.0,7.5,0,140
800,0.0,1.0,0.0,25,140
801,0.994,0.002004008016032064,0.5,25,140
802,1.0,0.0,1.0,25,140
803,1.0,0.0,1.5,25,140
804,1.0,0.0,2.0,25,140
805,0.872,0.05811623246492986,2.5,25,140
806,0.566,0.3306613226452906,3.0,25,140
807,0.318,0.6112224448897795,3.5,25,140
808,0.224,0.7915831663326653,4.0,25,140
809,0.146,0.87374749498998,4.5,25,140
810,0.084,0.9318637274549099,5.0,25,140
811,0.054,0.9519038076152304,5.5,25,140
812,0.036,0.9759519038076152,6.0,25,140
813,0.028,0.9839679358717435,6.5,25,140
814,0.018,0.9899799599198397,7.0,25,140
815,0.008,0.9979959919839679,7.5,25,140
816,0.0,1.0,0.0,50,140
817,1.0,0.0,0.5,50,140
818,1.0,0.0,1.0,50,140
819,1.0,0.0,1.5,50,140
820,1.0,0.0,2.0,50,140
821,1.0,0.014028056112224449,2.5,50,140
822,0.99,0.17034068136272545,3.0,50,140
823,0.93,0.4789579158316633,3.5,50,140
824,0.762,0.6773547094188377,4.0,50,140
825,0.55,0.8076152304609219,4.5,50,140
826,0.4,0.8837675350701403,5.0,50,140
827,0.31,0.9298597194388778,5.5,50,140
828,0.246,0.9579158316633266,6.0,50,140
829,0.174,0.9739478957915831,6.5,50,140
830,0.112,0.9819639278557114,7.0,50,140
831,0.08,0.9879759519038076,7.5,50,140
832,0.0,1.0,0.0,75,140
833,1.0,0.0,0.5,75,140
834,1.0,0.0,1.0,75,140
835,1.0,0.0,1.5,75,140
836,1.0,0.0,2.0,75,140
837,1.0,0.03006012024048096,2.5,75,140
838,0.996,0.18837675350701402,3.0,75,140
839,0.956,0.45691382765531063,3.5,75,140
840,0.91,0.6813627254509018,4.0,75,140
841,0.856,0.7915831663326653,4.5,75,140
842,0.802,0.8777555110220441,5.0,75,140
843,0.72,0.9258517034068137,5.5,75,140
844,0.624,0.9619238476953907,6.0,75,140
845,0.516,0.9739478957915831,6.5,75,140
846,0.444,0.9799599198396793,7.0,75,140
847,0.372,0.9879759519038076,7.5,75,140
848,0.0,1.0,0.0,100,140
849,1.0,0.0,0.5,100,140
850,1.0,0.0,1.0,100,140
851,1.0,0.0,1.5,100,140
852,1.0,0.0,2.0,100,140
853,1.0,0.03206412825651302,2.5,100,140
854,1.0,0.18036072144288579,3.0,100,140
855,0.998,0.4228456913827655,3.5,100,140
856,0.986,0.625250501002004,4.0,100,140
857,0.966,0.779559118236473,4.5,100,140
858,0.932,0.8476953907815631,5.0,100,140
859,0.884,0.8997995991983968,5.5,100,140
860,0.844,0.9458917835671342,6.0,100,140
861,0.796,0.9679358717434869,6.5,100,140
862,0.74,0.9799599198396793,7.0,100,140
863,0.716,0.9899799599198397,7.5,100,140
864,0.0,1.0,0.0,125,140
865,1.0,0.0,0.5,125,140
866,1.0,0.0,1.0,125,140
867,1.0,0.0,1.5,125,140
868,1.0,0.0,2.0,125,140
869,1.0,0.022044088176352707,2.5,125,140
870,1.0,0.1843687374749499,3.0,125,140
871,1.0,0.45490981963927857,3.5,125,140
872,0.998,0.6412825651302605,4.0,125,140
873,0.992,0.7715430861723447,4.5,125,140
874,0.972,0.8537074148296593,5.0,125,140
875,0.936,0.9018036072144289,5.5,125,140
876,0.908,0.935871743486974,6.0,125,140
877,0.868,0.9619238476953907,6.5,125,140
878,0.816,0.9739478957915831,7.0,125,140
879,0.764,0.9859719438877755,7.5,125,140
880,0.0,1.0,0.0,150,140
881,1.0,0.0,0.5,150,140
882,1.0,0.0,1.0,150,140
883,1.0,0.0,1.5,150,140
884,1.0,0.0,2.0,150,140
885,1.0,0.018036072144288578,2.5,150,140
886,1.0,0.17835671342685372,3.0,150,140
887,1.0,0.43286573146292584,3.5,150,140
888,0.996,0.6513026052104208,4.0,150,140
889,0.99,0.7915831663326653,4.5,150,140
890,0.982,0.87374749498998,5.0,150,140
891,0.966,0.9438877755511023,5.5,150,140
892,0.926,0.9599198396793587,6.0,150,140
893,0.904,0.9779559118236473,6.5,150,140
894,0.866,0.9839679358717435,7.0,150,140
895,0.83,0.9919839679358717,7.5,150,140
896,0.0,1.0,0.0,0,160
897,0.0,1.0,0.5,0,160
898,0.0,1.0,1.0,0,160
899,0.0,1.0,1.5,0,160
900,0.0,1.0,2.0,0,160
901,0.0,1.0,2.5,0,160
902,0.0,1.0,3.0,0,160
903,0.0,1.0,3.5,0,160
904,0.0,1.0,4.0,0,160
905,0.0,1.0,4.5,0,160
906,0.0,1.0,5.0,0,160
907,0.0,1.0,5.5,0,160
908,0.0,1.0,6.0,0,160
909,0.0,1.0,6.5,0,160
910,0.0,1.0,7.0,0,160
911,0.0,1.0,7.5,0,160
912,0.0,1.0,0.0,25,160
913,0.994,0.002004008016032064,0.5,25,160
914,1.0,0.0,1.0,25,160
915,1.0,0.0,1.5,25,160
916,1.0,0.0,2.0,25,160
917,0.872,0.05811623246492986,2.5,25,160
918,0.566,0.3306613226452906,3.0,25,160
919,0.318,0.6112224448897795,3.5,25,160
920,0.224,0.7915831663326653,4.0,25,160
921,0.146,0.87374749498998,4.5,25,160
922,0.084,0.9318637274549099,5.0,25,160
923,0.054,0.9519038076152304,5.5,25,160
924,0.036,0.9759519038076152,6.0,25,160
925,0.028,0.9839679358717435,6.5,25,160
926,0.018,0.9899799599198397,7.0,25,160
927,0.008,0.9979959919839679,7.5,25,160
928,0.0,1.0,0.0,50,160
929,1.0,0.0,0.5,50,160
930,1.0,0.0,1.0,50,160
931,1.0,0.0,1.5,50,160
932,1.0,0.0,2.0,50,160
933,1.0,0.014028056112224449,2.5,50,160
934,0.99,0.17034068136272545,3.0,50,160
935,0.93,0.4789579158316633,3.5,50,160
936,0.762,0.6773547094188377,4.0,50,160
937,0.55,0.8076152304609219,4.5,50,160
938,0.4,0.8837675350701403,5.0,50,160
939,0.31,0.9298597194388778,5.5,50,160
940,0.246,0.9579158316633266,6.0,50,160
941,0.174,0.9739478957915831,6.5,50,160
942,0.112,0.9819639278557114,7.0,50,160
943,0.08,0.9879759519038076,7.5,50,160
944,0.0,1.0,0.0,75,160
945,1.0,0.0,0.5,75,160
946,1.0,0.0,1.0,75,160
947,1.0,0.0,1.5,75,160
948,1.0,0.0,2.0,75,160
949,1.0,0.03006012024048096,2.5,75,160
950,0.996,0.18837675350701402,3.0,75,160
951,0.956,0.45691382765531063,3.5,75,160
952,0.91,0.6813627254509018,4.0,75,160
953,0.856,0.7915831663326653,4.5,75,160
954,0.802,0.8777555110220441,5.0,75,160
955,0.72,0.9258517034068137,5.5,75,160
956,0.624,0.9619238476953907,6.0,75,160
957,0.516,0.9739478957915831,6.5,75,160
958,0.444,0.9799599198396793,7.0,75,160
959,0.372,0.9879759519038076,7.5,75,160
960,0.0,1.0,0.0,100,160
961,1.0,0.0,0.5,100,160
962,1.0,0.0,1.0,100,160
963,1.0,0.0,1.5,100,160
964,1.0,0.0,2.0,100,160
965,1.0,0.03206412825651302,2.5,100,160
966,1.0,0.18036072144288579,3.0,100,160
967,0.998,0.4228456913827655,3.5,100,160
968,0.986,0.625250501002004,4.0,100,160
969,0.966,0.779559118236473,4.5,100,160
970,0.932,0.8476953907815631,5.0,100,160
971,0.884,0.8997995991983968,5.5,100,160
972,0.844,0.9458917835671342,6.0,100,160
973,0.796,0.9679358717434869,6.5,100,160
974,0.74,0.9799599198396793,7.0,100,160
975,0.716,0.9899799599198397,7.5,100,160
976,0.0,1.0,0.0,125,160
977,1.0,0.0,0.5,125,160
978,1.0,0.0,1.0,125,160
979,1.0,0.0,1.5,125,160
980,1.0,0.0,2.0,125,160
981,1.0,0.022044088176352707,2.5,125,160
982,1.0,0.1843687374749499,3.0,125,160
983,1.0,0.45490981963927857,3.5,125,160
984,0.998,0.6412825651302605,4.0,125,160
985,0.992,0.7715430861723447,4.5,125,160
986,0.972,0.8537074148296593,5.0,125,160
987,0.936,0.9018036072144289,5.5,125,160
988,0.908,0.935871743486974,6.0,125,160
989,0.868,0.9619238476953907,6.5,125,160
990,0.816,0.9739478957915831,7.0,125,160
991,0.764,0.9859719438877755,7.5,125,160
992,0.0,1.0,0.0,150,160
993,1.0,0.0,0.5,150,160
994,1.0,0.0,1.0,150,160
995,1.0,0.0,1.5,150,160
996,1.0,0.0,2.0,150,160
997,1.0,0.018036072144288578,2.5,150,160
998,1.0,0.17835671342685372,3.0,150,160
999,1.0,0.43286573146292584,3.5,150,160
1000,0.996,0.6513026052104208,4.0,150,160
1001,0.99,0.7915831663326653,4.5,150,160
1002,0.982,0.87374749498998,5.0,150,160
1003,0.966,0.9438877755511023,5.5,150,160
1004,0.926,0.9599198396793587,6.0,150,160
1005,0.904,0.9779559118236473,6.5,150,160
1006,0.866,0.9839679358717435,7.0,150,160
1007,0.83,0.9919839679358717,7.5,150,160
1008,0.0,1.0,0.0,0,180
1009,0.0,1.0,0.5,0,180
1010,0.0,1.0,1.0,0,180
1011,0.0,1.0,1.5,0,180
1012,0.0,1.0,2.0,0,180
1013,0.0,1.0,2.5,0,180
1014,0.0,1.0,3.0,0,180
1015,0.0,1.0,3.5,0,180
1016,0.0,1.0,4.0,0,180
1017,0.0,1.0,4.5,0,180
1018,0.0,1.0,5.0,0,180
1019,0.0,1.0,5.5,0,180
1020,0.0,1.0,6.0,0,180
1021,0.0,1.0,6.5,0,180
1022,0.0,1.0,7.0,0,180
1023,0.0,1.0,7.5,0,180
1024,0.0,1.0,0.0,25,180
1025,0.994,0.002004008016032064,0.5,25,180
1026,1.0,0.0,1.0,25,180
1027,1.0,0.0,1.5,25,180
1028,1.0,0.0,2.0,25,180
1029,0.872,0.05811623246492986,2.5,25,180
1030,0.566,0.3306613226452906,3.0,25,180
1031,0.318,0.6112224448897795,3.5,25,180
1032,0.224,0.7915831663326653,4.0,25,180
1033,0.146,0.87374749498998,4.5,25,180
1034,0.084,0.9318637274549099,5.0,25,180
1035,0.054,0.9519038076152304,5.5,25,180
1036,0.036,0.9759519038076152,6.0,25,180
1037,0.028,0.9839679358717435,6.5,25,180
1038,0.018,0.9899799599198397,7.0,25,180
1039,0.008,0.9979959919839679,7.5,25,180
1040,0.0,1.0,0.0,50,180
1041,1.0,0.0,0.5,50,180
1042,1.0,0.0,1.0,50,180
1043,1.0,0.0,1.5,50,180
1044,1.0,0.0,2.0,50,180
1045,1.0,0.014028056112224449,2.5,50,180
1046,0.99,0.17034068136272545,3.0,50,180
1047,0.93,0.4789579158316633,3.5,50,180
1048,0.762,0.6773547094188377,4.0,50,180
1049,0.55,0.8076152304609219,4.5,50,180
1050,0.4,0.8837675350701403,5.0,50,180
1051,0.31,0.9298597194388778,5.5,50,180
1052,0.246,0.9579158316633266,6.0,50,180
1053,0.174,0.9739478957915831,6.5,50,180
1054,0.112,0.9819639278557114,7.0,50,180
1055,0.08,0.9879759519038076,7.5,50,180
1056,0.0,1.0,0.0,75,180
1057,1.0,0.0,0.5,75,180
1058,1.0,0.0,1.0,75,180
1059,1.0,0.0,1.5,75,180
1060,1.0,0.0,2.0,75,180
1061,1.0,0.03006012024048096,2.5,75,180
1062,0.996,0.18837675350701402,3.0,75,180
1063,0.956,0.45691382765531063,3.5,75,180
1064,0.91,0.6813627254509018,4.0,75,180
1065,0.856,0.7915831663326653,4.5,75,180
1066,0.802,0.8777555110220441,5.0,75,180
1067,0.72,0.9258517034068137,5.5,75,180
1068,0.624,0.9619238476953907,6.0,75,180
1069,0.516,0.9739478957915831,6.5,75,180
1070,0.444,0.9799599198396793,7.0,75,180
1071,0.372,0.9879759519038076,7.5,75,180
1072,0.0,1.0,0.0,100,180
1073,1.0,0.0,0.5,100,180
1074,1.0,0.0,1.0,100,180
1075,1.0,0.0,1.5,100,180
1076,1.0,0.0,2.0,100,180
1077,1.0,0.03206412825651302,2.5,100,180
1078,1.0,0.18036072144288579,3.0,100,180
1079,0.998,0.4228456913827655,3.5,100,180
1080,0.986,0.625250501002004,4.0,100,180
1081,0.966,0.779559118236473,4.5,100,180
1082,0.932,0.8476953907815631,5.0,100,180
1083,0.884,0.8997995991983968,5.5,100,180
1084,0.844,0.9458917835671342,6.0,100,180
1085,0.796,0.9679358717434869,6.5,100,180
1086,0.74,0.9799599198396793,7.0,100,180
1087,0.716,0.9899799599198397,7.5,100,180
1088,0.0,1.0,0.0,125,180
1089,1.0,0.0,0.5,125,180
1090,1.0,0.0,1.0,125,180
1091,1.0,0.0,1.5,125,180
1092,1.0,0.0,2.0,125,180
1093,1.0,0.022044088176352707,2.5,125,180
1094,1.0,0.1843687374749499,3.0,125,180
1095,1.0,0.45490981963927857,3.5,125,180
1096,0.998,0.6412825651302605,4.0,125,180
1097,0.992,0.7715430861723447,4.5,125,180
1098,0.972,0.8537074148296593,5.0,125,180
1099,0.936,0.9018036072144289,5.5,125,180
1100,0.908,0.935871743486974,6.0,125,180
1101,0.868,0.9619238476953907,6.5,125,180
1102,0.816,0.9739478957915831,7.0,125,180
1103,0.764,0.9859719438877755,7.5,125,180
1104,0.0,1.0,0.0,150,180
1105,1.0,0.0,0.5,150,180
1106,1.0,0.0,1.0,150,180
1107,1.0,0.0,1.5,150,180
1108,1.0,0.0,2.0,150,180
1109,1.0,0.018036072144288578,2.5,150,180
1110,1.0,0.17835671342685372,3.0,150,180
1111,1.0,0.43286573146292584,3.5,150,180
1112,0.996,0.6513026052104208,4.0,150,180
1113,0.99,0.7915831663326653,4.5,150,180
1114,0.982,0.87374749498998,5.0,150,180
1115,0.966,0.9438877755511023,5.5,150,180
1116,0.926,0.9599198396793587,6.0,150,180
1117,0.904,0.9779559118236473,6.5,150,180
1118,0.866,0.9839679358717435,7.0,150,180
1119,0.83,0.9919839679358717,7.5,150,180
1120,0.0,1.0,0.0,0,200
1121,0.0,1.0,0.5,0,200
1122,0.0,1.0,1.0,0,200
1123,0.0,1.0,1.5,0,200
1124,0.0,1.0,2.0,0,200
1125,0.0,1.0,2.5,0,200
1126,0.0,1.0,3.0,0,200
1127,0.0,1.0,3.5,0,200
1128,0.0,1.0,4.0,0,200
1129,0.0,1.0,4.5,0,200
1130,0.0,1.0,5.0,0,200
1131,0.0,1.0,5.5,0,200
1132,0.0,1.0,6.0,0,200
1133,0.0,1.0,6.5,0,200
1134,0.0,1.0,7.0,0,200
1135,0.0,1.0,7.5,0,200
1136,0.0,1.0,0.0,25,200
1137,0.994,0.002004008016032064,0.5,25,200
1138,1.0,0.0,1.0,25,200
1139,1.0,0.0,1.5,25,200
1140,1.0,0.0,2.0,25,200
1141,0.872,0.05811623246492986,2.5,25,200
1142,0.566,0.3306613226452906,3.0,25,200
1143,0.318,0.6112224448897795,3.5,25,200
1144,0.224,0.7915831663326653,4.0,25,200
1145,0.146,0.87374749498998,4.5,25,200
1146,0.084,0.9318637274549099,5.0,25,200
1147,0.054,0.9519038076152304,5.5,25,200
1148,0.036,0.9759519038076152,6.0,25,200
1149,0.028,0.9839679358717435,6.5,25,200
1150,0.018,0.9899799599198397,7.0,25,200
1151,0.008,0.9979959919839679,7.5,25,200
1152,0.0,1.0,0.0,50,200
1153,1.0,0.0,0.5,50,200
1154,1.0,0.0,1.0,50,200
1155,1.0,0.0,1.5,50,200
1156,1.0,0.0,2.0,50,200
1157,1.0,0.014028056112224449,2.5,50,200
1158,0.99,0.17034068136272545,3.0,50,200
1159,0.93,0.4789579158316633,3.5,50,200
1160,0.762,0.6773547094188377,4.0,50,200
1161,0.55,0.8076152304609219,4.5,50,200
1162,0.4,0.8837675350701403,5.0,50,200
1163,0.31,0.9298597194388778,5.5,50,200
1164,0.246,0.9579158316633266,6.0,50,200
1165,0.174,0.9739478957915831,6.5,50,200
1166,0.112,0.9819639278557114,7.0,50,200
1167,0.08,0.9879759519038076,7.5,50,200
1168,0.0,1.0,0.0,75,200
1169,1.0,0.0,0.5,75,200
1170,1.0,0.0,1.0,75,200
1171,1.0,0.0,1.5,75,200
1172,1.0,0.0,2.0,75,200
1173,1.0,0.03006012024048096,2.5,75,200
1174,0.996,0.18837675350701402,3.0,75,200
1175,0.956,0.45691382765531063,3.5,75,200
1176,0.91,0.6813627254509018,4.0,75,200
1177,0.856,0.7915831663326653,4.5,75,200
1178,0.802,0.8777555110220441,5.0,75,200
1179,0.72,0.9258517034068137,5.5,75,200
1180,0.624,0.9619238476953907,6.0,75,200
1181,0.516,0.9739478957915831,6.5,75,200
1182,0.444,0.9799599198396793,7.0,75,200
1183,0.372,0.9879759519038076,7.5,75,200
1184,0.0,1.0,0.0,100,200
1185,1.0,0.0,0.5,100,200
1186,1.0,0.0,1.0,100,200
1187,1.0,0.0,1.5,100,200
1188,1.0,0.0,2.0,100,200
1189,1.0,0.03206412825651302,2.5,100,200
1190,1.0,0.18036072144288579,3.0,100,200
1191,0.998,0.4228456913827655,3.5,100,200
1192,0.986,0.625250501002004,4.0,100,200
1193,0.966,0.779559118236473,4.5,100,200
1194,0.932,0.8476953907815631,5.0,100,200
1195,0.884,0.8997995991983968,5.5,100,200
1196,0.844,0.9458917835671342,6.0,100,200
1197,0.796,0.9679358717434869,6.5,100,200
1198,0.74,0.9799599198396793,7.0,100,200
1199,0.716,0.9899799599198397,7.5,100,200
1200,0.0,1.0,0.0,125,200
1201,1.0,0.0,0.5,125,200
1202,1.0,0.0,1.0,125,200
1203,1.0,0.0,1.5,125,200
1204,1.0,0.0,2.0,125,200
1205,1.0,0.022044088176352707,2.5,125,200
1206,1.0,0.1843687374749499,3.0,125,200
1207,1.0,0.45490981963927857,3.5,125,200
1208,0.998,0.6412825651302605,4.0,125,200
1209,0.992,0.7715430861723447,4.5,125,200
1210,0.972,0.8537074148296593,5.0,125,200
1211,0.936,0.9018036072144289,5.5,125,200
1212,0.908,0.935871743486974,6.0,125,200
